postal_code,address,category_name,city,latitude,longitude,neighborhood,permanently_closed,phone,state,temporarily_closed,title,total_score,website
49525,"1655 4 Mile Rd NE, Grand Rapids, MI 49525",Thrift store,Grand Rapids,43.0292096,-85.6285565,1655 4 Mile Rd NE,FALSE,(616) 890-6877,Michigan,FALSE,Goodwill Store,4,http://www.goodwillgr.org/
49424,"2863 W Shr Dr Suite 114, Holland, MI 49424",Clothing store,Holland,42.8206201,-86.0910467,2863 W Shr Dr Suite 114,FALSE,(616) 834-6480,Michigan,FALSE,Off The Grid,4.7,https://www.facebook.com/offthegr1dd-107724814722987/
49417,"1003-A S Beacon Blvd, Grand Haven, MI 49417",Used book store,Grand Haven,43.0514436,-86.2220631,1003-A S Beacon Blvd,FALSE,(231) 690-7190,Michigan,FALSE,Booked For the Season,4.6,https://www.facebook.com/Booked-for-the-Season-in-Grand-Haven-105051731663042
49418,"4693 Wilson Ave SW Ste A, Grandville, MI 49418",Clothing store,Grandville,42.879645,-85.7641947,4693 Wilson Ave SW Ste A,FALSE,(616) 259-7104,Michigan,FALSE,Uptown Cheapskate,4.7,https://www.uptowncheapskate.com/location/grandville
49038,"210 Ryno Rd, Coloma, MI 49038",Antique store,Coloma,42.1785533,-86.301773,210 Ryno Rd,FALSE,(269) 468-3208,Michigan,FALSE,Great Lakes Antique Mall,4.6,http://www.greatlakesantiquesmi.com/
49090,"19883 Blue Star Memorial Hwy, South Haven, MI 49090",Used appliance store,South Haven,42.3460272,-86.2920637,19883 Blue Star Memorial Hwy,FALSE,(269) 637-8933,Michigan,FALSE,Lakeshore Appliance,3.8,
49010,"3390 Eagle Dr, Allegan, MI 49010",Antique store,Allegan,42.5429371,-85.8750391,3390 Eagle Dr,FALSE,(269) 673-6061,Michigan,FALSE,The RESALE Place,4.4,
49505,"2146 Plainfield Ave NE, Grand Rapids, MI 49505",Thrift store,Grand Rapids,43.0018648,-85.6542097,2146 Plainfield Ave NE,FALSE,(616) 361-7411,Michigan,FALSE,Mission India Super Thrift,4.3,https://missionindia.org/mission-india-super-thrift/
49344,"948 124th Ave, Shelbyville, MI 49344",Second hand store,Shelbyville,42.5941712,-85.635752,948 124th Ave,FALSE,,Michigan,FALSE,Half Moon Resale and consignment,4.7,
49331,"11535 Fulton St E suite 3, Lowell, MI 49331",Thrift store,Lowell,42.9314266,-85.3838161,11535 Fulton St E suite 3,FALSE,(616) 897-8260,Michigan,FALSE,Treasures Thrift Shop,5,http://fromlowell.org/treasuresthriftshop
49323,"1808 143rd Ave, Dorr, MI 49323",Discount store,Dorr,42.7317124,-85.7225345,1808 143rd Ave,FALSE,,Michigan,FALSE,Thrift Store,4.8,http://projecthope-dorr.org/thrift-store/
49006,"4618 W Main St, Kalamazoo, MI 49006",Consignment shop,Kalamazoo,42.2970994,-85.6469083,4618 W Main St,FALSE,(269) 276-0288,Michigan,FALSE,360 Degrees Consignment,4.5,http://shop360consignment.com/
49004,"6276 N Riverview Dr, Kalamazoo, MI 49004",Thrift store,Kalamazoo,42.3512752,-85.5499236,6276 N Riverview Dr,FALSE,(269) 382-3840,Michigan,FALSE,The Connection Depot,5,http://www.shalomkazoo.org/
49093,"215 US-131, Three Rivers, MI 49093",Thrift store,Three Rivers,41.944348,-85.6492509,215 US-131,FALSE,(269) 279-5375,Michigan,FALSE,Goodwill Industries of Southwestern Michigan,4.1,http://www.goodwillswmi.org/?y_source=1_MTI0NTk0MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
49080,"1269 M-89, Plainwell, MI 49080",Non-profit organization,Plainwell,42.451671,-85.668328,1269 M-89,FALSE,(888) 868-9305,Michigan,FALSE,The Salvation Army Family Store & Donation Center,3.8,http://grandrapids.satruck.org/
49048,"365 River St, Kalamazoo, MI 49048",Thrift store,Kalamazoo,42.2849212,-85.5136567,365 River St,FALSE,,Michigan,FALSE,Affordable Treasures,,
49007,"524 N Burdick St, Kalamazoo, MI 49007",Thrift store,Kalamazoo,42.2964366,-85.5830998,524 N Burdick St,FALSE,(269) 383-1044,Michigan,FALSE,Rescued Treasures,4,http://www.kzoogospel.org/rescuedtreasures
49002,"2375 E Milham Ave, Portage, MI 49002",Thrift store,Portage,42.2305494,-85.5619604,2375 E Milham Ave,FALSE,(269) 459-8484,Michigan,FALSE,Thrift Center - Bibles for Missions,4.5,http://www.portagethriftcenter.com/
49055,"13760 M-40, Gobles, MI 49055",Consignment shop,Gobles,42.3689803,-85.879835,13760 M-40,FALSE,(269) 421-5547,Michigan,FALSE,SMK Consignment LLC,3,https://www.facebook.com/smkconsignment/
49024,"411 W Milham Ave, Portage, MI 49024",Thrift store,Portage,42.2295074,-85.5929816,411 W Milham Ave,FALSE,(269) 552-5260,Michigan,FALSE,Goodwill Industries of Southwestern Michigan,3.7,http://www.goodwillswmi.org/?y_source=1_MTI0NTk0MjYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
49442,"872 E Apple Ave, Muskegon, MI 49442",Thrift store,Muskegon,43.2342793,-86.2225119,872 E Apple Ave,FALSE,(231) 760-5448,Michigan,TRUE,Pickles Bargain Outlet,4.8,https://www.facebook.com/picklesbargainoutlet
49417,"408 N Ferry St, Grand Haven, MI 49417",Charity,Grand Haven,43.0653324,-86.2154129,408 N Ferry St,FALSE,(616) 607-2300,Michigan,FALSE,Tri Cities Habitat ReStore,4.5,http://www.tricitieshabitat.org/
49002,"5117 Portage Rd, Portage, MI 49002",Thrift store,Portage,42.2433755,-85.5577522,5117 Portage Rd,FALSE,(800) 728-7825,Michigan,FALSE,The Salvation Army Family Store & Donation Center,3.8,https://satruck.org/
49080,"1346 M-89, Plainwell, MI 49080",Thrift store,Plainwell,42.4494147,-85.6754328,1346 M-89,FALSE,(269) 692-6009,Michigan,FALSE,Jean Spot,3,
49008,"3750 S Westnedge Ave, Kalamazoo, MI 49008",Thrift store,Kalamazoo,42.2539826,-85.5903766,3750 S Westnedge Ave,FALSE,(269) 345-7757,Michigan,FALSE,2nd Impressions Upscale Thrift Store,4.2,http://secondimpressionskalamazoo.com/
49024,"8700 Shaver Rd, Portage, MI 49024",Thrift store,Portage,42.190641,-85.6000633,8700 Shaver Rd,FALSE,(269) 366-4460,Michigan,FALSE,Refresh Thrift Store,4.7,http://www.refreshthrift.org/
49006,"4608 W Main St, Kalamazoo, MI 49006",Thrift store,Kalamazoo,42.2969913,-85.6463852,4608 W Main St,FALSE,(269) 345-0661,Michigan,FALSE,"American Cancer Society Discovery Shop- Kalamazoo, MI",4.5,https://www.cancer.org/involved/donate/more-ways-to-give/discovery-shops-national/michigan-discovery-shops.html
49009,"5609 W Main St, Kalamazoo, MI 49009",Thrift store,Kalamazoo,42.2953458,-85.6599794,5609 W Main St,FALSE,(269) 372-6127,Michigan,FALSE,Goodwill Industries of Southwestern Michigan,3.7,http://www.goodwillswmi.org/?y_source=1_MTI0NTk0MzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
49080,"1346 M-89, Plainwell, MI 49080",Thrift store,Plainwell,42.4494644,-85.6756215,1346 M-89,FALSE,(269) 225-1029,Michigan,FALSE,Goodwill Industries of Southwestern Michigan,3.9,http://www.goodwillswmi.org/?y_source=1_MTI0NTk0MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
49461,"Temporarily Closed Due to Pandemic, 1006 E Colby St suite e, Whitehall, MI 49461",Thrift store,Whitehall,43.4101224,-86.3323682,"Temporarily Closed Due to Pandemic, 1006 E Colby St suite e",FALSE,,MI,TRUE,Jules Treasures Antiques & More,5,https://jules-treasures-antiques-more.business.site/
49445,"1967 N Roberts Rd, Muskegon, MI 49445",Antique store,Muskegon,43.288128,-86.2138203,1967 N Roberts Rd,FALSE,(231) 760-8303,Michigan,FALSE,Camps' Corner,,https://camps-corner.business.site/?utm_source=gmb&utm_medium=referral
49461,"107 E Colby St, Whitehall, MI 49461",Consignment shop,Whitehall,43.4095987,-86.3471677,107 E Colby St,FALSE,(231) 894-6585,Michigan,FALSE,Colbys Hokey Pokey,4.8,http://www.colbyshokeypokey.com/
49862,"107 Elm Ave, Munising, MI 49862",Non-profit organization,Munising,46.4112822,-86.6548817,107 Elm Ave,TRUE,(906) 387-3496,Michigan,FALSE,St. Vincent de Paul Society,,
49862,"120 Elm Ave, Munising, MI 49862",Thrift store,Munising,46.4114464,-86.6553594,120 Elm Ave,TRUE,(906) 387-1100,Michigan,FALSE,Salvation Army Thrift Store,,
49079,"37402 W Red Arrow Hwy, Paw Paw, MI 49079",Second hand store,Paw Paw,42.2158992,-85.9115846,37402 W Red Arrow Hwy,FALSE,(269) 913-2708,Michigan,FALSE,This-N-That Thrift Store,4.3,https://this-n-that-thrift-store.business.site/?utm_source=gmb&utm_medium=referral
49437,"4578 Dowling St, Montague, MI 49437",Second hand store,Montague,43.4165506,-86.3551817,4578 Dowling St,FALSE,(517) 604-0022,Michigan,FALSE,Wicker Chicken,4.8,
49455,"191 N Michigan Ave, Shelby, MI 49455",Non-profit organization,Shelby,43.6118237,-86.3640855,191 N Michigan Ave,FALSE,(231) 861-4880,Michigan,FALSE,Love INC of Oceana County,,https://www.loveincoceana.org/index.html
49412,"14 E Main St, Fremont, MI 49412",Consignment shop,Fremont,43.4669503,-85.9443119,14 E Main St,FALSE,(231) 335-2419,Michigan,FALSE,Hidden Treasures of Fremont,4.6,https://hidden-treasures-of-fremont.business.site/?utm_source=gmb&utm_medium=referral
49412,"11 E Main St, Fremont, MI 49412",Gift shop,Fremont,43.467308,-85.9447631,11 E Main St,FALSE,(231) 924-3930,Michigan,FALSE,The Nest FCS Resale,4.8,
49321,"5371 Alpine Ave NW, Comstock Park, MI 49321",Thrift store,Comstock Park,43.0611572,-85.69104,5371 Alpine Ave NW,FALSE,(616) 647-9770,Michigan,FALSE,Goodwill Store,4.2,http://www.goodwillgr.org/
49307,"1254 Perry Ave, Big Rapids, MI 49307",Thrift store,Big Rapids,43.6888821,-85.5006571,1254 Perry Ave,FALSE,(231) 796-5400,Michigan,FALSE,Goodwill Store,4.1,http://www.goodwillgr.org/
49319,"3595 17 Mile Rd NE, Cedar Springs, MI 49319",Thrift store,Cedar Springs,43.220399,-85.5804321,3595 17 Mile Rd NE,FALSE,(616) 696-1781,Michigan,FALSE,Goodwill Store and Donation Center,3.8,http://www.goodwillwm.org/
48809,"363 E State St, Belding, MI 48809",Thrift store,Belding,43.0883508,-85.2255828,363 E State St,FALSE,(616) 797-8200 ext. 113,Michigan,FALSE,Mel Trotter Ministries Thrift Store,2.7,https://www.meltrotter.org/givehelp/shop
48838,"137 S Lafayette St, Greenville, MI 48838",Thrift store,Greenville,43.1795924,-85.2533316,137 S Lafayette St,FALSE,(616) 894-7581,Michigan,FALSE,Treasures Once New,4.6,
49304,"9733 S Michigan 37, Baldwin, MI 49304",Consignment shop,Baldwin,43.8468771,-85.8513696,9733 S Michigan 37,FALSE,(231) 745-2821,Michigan,FALSE,Lake County Habitat Restore,4,
49631,"142 N Main St, Evart, MI 49631",Clothing store,Evart,43.9016629,-85.2591192,142 N Main St,FALSE,(231) 660-1412,Michigan,FALSE,Chelle's Boutique,4.4,https://chellesboutique.com/
49454,"112 S Main St, Scottville, MI 49454",Pawn shop,Scottville,43.9545362,-86.279734,112 S Main St,FALSE,(231) 936-1150,Michigan,FALSE,Gold N Deals,4.7,
49684,"318 Vine St, Traverse City, MI 49684",Consignment shop,Traverse City,44.7667258,-85.6353853,318 Vine St,FALSE,(231) 933-4199,Michigan,FALSE,Zany Consignment Boutique West,4.4,http://www.zanyconsignment.com/
49431,"4550 W, US-10, Ludington, MI 49431",Discount store,Ludington,43.9583225,-86.3935433,"4550 W, US-10",FALSE,(231) 425-3780,MI,FALSE,B2 Outlet Stores,4.4,http://www.b2outlets.com/
49684,"W, 2034 W South Airport Rd #1, Traverse City, MI 49684",Furniture store,Traverse City,44.7338752,-85.6172103,"W, 2034 W South Airport Rd #1",FALSE,(231) 252-4558,Michigan,FALSE,Riverside Resale Furniture,4,https://www.facebook.com/profile.php?id=100077090343786
49431,"103 E Ludington Ave, Ludington, MI 49431",Clothing store,Ludington,43.9558181,-86.4471206,103 E Ludington Ave,FALSE,,Michigan,FALSE,Big Fish Sportwear,4.1,
49684,"2487 Rice St, Traverse City, MI 49684",Non-profit organization,Traverse City,44.7320002,-85.625119,2487 Rice St,FALSE,(231) 944-1182,Michigan,FALSE,"Habitat for Humanity, GTR Restore",4.2,http://www.habitatgtr.org/restore
49327,"11 W 96th St, Grant, MI 49327",Religious organization,Grant,43.3806656,-85.8016384,11 W 96th St,FALSE,(231) 652-4099,Michigan,FALSE,Love INC of Newaygo County,4.4,http://loveincnewaygo.com/
49643,"2480 M-137, Interlochen, MI 49643",Clothing store,Interlochen,44.6517962,-85.7684868,2480 M-137,FALSE,(231) 276-3195,Michigan,FALSE,Mrs Os Crap Shack,4.8,
49684,"13680 S W Bay Shore Dr, Traverse City, MI 49684",Consignment shop,Traverse City,44.7800565,-85.6399783,13680 S W Bay Shore Dr,FALSE,(231) 946-1258,Michigan,FALSE,Classic Consignment Home Furnishings,4.1,http://classicconsignment.com/
49686,"541 E Eighth St, Traverse City, MI 49686",Consignment shop,Traverse City,44.759793,-85.611757,541 E Eighth St,FALSE,(231) 943-2943,Michigan,FALSE,Evergreen Consignment,4.4,http://tcevergreenconsignment.com/
49601,"108 N Mitchell St, Cadillac, MI 49601",Consignment shop,Cadillac,44.2505613,-85.3993772,108 N Mitchell St,FALSE,(231) 775-7424,Michigan,FALSE,Emmi’s Closet,4.8,
49684,"2048 W South Airport Rd, Traverse City, MI 49684",Consignment shop,Traverse City,44.7340393,-85.617218,2048 W South Airport Rd,FALSE,(231) 935-1600,Michigan,FALSE,Ebb Tide Resale Shop,4.3,http://www.ebbtideresaleshop.com/
49684,"1425 W South Airport Rd, Traverse City, MI 49684",Thrift store,Traverse City,44.7326367,-85.6036673,1425 W South Airport Rd,FALSE,(231) 944-1868,Michigan,FALSE,Twice Trendy Tots,4.5,https://www.twicetrendytots.com/
49601,"6997 E 44 Rd, Cadillac, MI 49601",Consignment shop,Cadillac,44.2230846,-85.4366785,6997 E 44 Rd,FALSE,(231) 846-5242,Michigan,FALSE,Treasures Consignment,,
49601,"118 S Mitchell St, Cadillac, MI 49601",Clothing store,Cadillac,44.2495376,-85.3992813,118 S Mitchell St,FALSE,(231) 775-7299,Michigan,FALSE,Oasis Resale Store,1,
49601,"7530 34 Rd, Cadillac, MI 49601",Consignment shop,Cadillac,44.2809867,-85.4260101,7530 34 Rd,FALSE,(231) 775-7008,Michigan,FALSE,A B C's Consignment Shop,4.6,
49651,"3728 S Morey Rd, Lake City, MI 49651",Thrift store,Lake City,44.2850476,-85.2164588,3728 S Morey Rd,FALSE,(231) 839-8816,Michigan,FALSE,Friends Ministry,4.8,https://friendsministry.net/
49686,"1207 Woodmere Ave, Traverse City, MI 49686",Thrift store,Traverse City,44.7458824,-85.6069055,1207 Woodmere Ave,FALSE,(231) 947-8466,Michigan,FALSE,"St Vincent de Paul, Grand Traverse Area",4.3,
49307,"14261 Northland Dr, Big Rapids, MI 49307",Consignment shop,Big Rapids,43.6732613,-85.4848979,14261 Northland Dr,FALSE,(231) 250-3475,Michigan,FALSE,Twice Is Nice,3.5,
48838,"6772 S Greenville Rd, Greenville, MI 48838",Thrift store,Greenville,43.1954727,-85.2534408,6772 S Greenville Rd,FALSE,(616) 754-0277,Michigan,FALSE,Goodwill Store,3.9,http://www.goodwillgr.org/
49506,"2141 Wealthy St SE, Grand Rapids, MI 49506",Consignment shop,Grand Rapids,42.9512649,-85.6158284,2141 Wealthy St SE,FALSE,(616) 242-9100,Michigan,FALSE,Rosa's Closet,4.6,http://www.rosascloset.com/
49601,"218 N Mitchell St, Cadillac, MI 49601",Thrift store,Cadillac,44.2520005,-85.4003489,218 N Mitchell St,FALSE,(231) 872-0449,Michigan,FALSE,Angel's House of Treasures,5,
49616,"1505 US-31, Benzonia, MI 49616",Thrift store,Benzonia,44.6101352,-86.0979324,1505 US-31,FALSE,(231) 882-9640,Michigan,FALSE,Love Inc Store,3,
49548,"5487 Division Ave S, Wyoming, MI 49548",Thrift store,Wyoming,42.8645866,-85.6660404,5487 Division Ave S,FALSE,(616) 893-5074,Michigan,FALSE,Goodwill Store,4.2,http://www.goodwillgr.org/
49341,"6780 Martin View St NE, Rockford, MI 49341",Thrift store,Rockford,43.0858669,-85.4638554,6780 Martin View St NE,FALSE,(616) 884-0995,Michigan,FALSE,The Acorn Resale Shop,4.8,https://acornresale.org/
49509,"870 28th St SW, Wyoming, MI 49509",Thrift store,Wyoming,42.9125488,-85.6873699,870 28th St SW,FALSE,(616) 249-3788,Michigan,FALSE,Goodwill Store,4.1,http://www.goodwillgr.org/
49631,"807 W 7th St, Evart, MI 49631",Thrift store,Evart,43.900875,-85.2713241,807 W 7th St,FALSE,(231) 515-1160,Michigan,FALSE,Friends Ministry Thrift Store (Evart),4.6,http://friendsministry.net/
49307,"102 Williams St, Big Rapids, MI 49307",Thrift store,Big Rapids,43.7101185,-85.4847265,102 Williams St,FALSE,(231) 796-1571,Michigan,FALSE,St. Vincent de Paul Society,4.7,
49504,"1054 Leonard St NW, Grand Rapids, MI 49504",Thrift store,Grand Rapids,42.9853546,-85.6951374,1054 Leonard St NW,FALSE,(616) 454-6300,Michigan,FALSE,Bibles For Missions Thrift Center,4.1,https://www.biblesformissions.org/
49306,"8390 Belmont Ave NE, Belmont, MI 49306",Thrift store,Belmont,43.1161111,-85.6016667,8390 Belmont Ave NE,FALSE,(616) 863-9951,Michigan,FALSE,Goodwill Store,4.3,http://www.goodwillgr.org/
49677,"116 W Upton Ave, Reed City, MI 49677",Thrift store,Reed City,43.8762893,-85.5107879,116 W Upton Ave,FALSE,(231) 832-9495,Michigan,FALSE,Inc. Spot,3.7,
49405,"2627 US-10, Custer, MI 49405",Thrift store,Custer,43.9544306,-86.2130421,2627 US-10,FALSE,(231) 245-0779,Michigan,TRUE,Custer Thrift Store,,https://custer-thrift-store.business.site/?utm_source=gmb&utm_medium=referral
49337,"40 Quarterline St, Newaygo, MI 49337",Variety store,Newaygo,43.4190837,-85.7985653,40 Quarterline St,FALSE,(231) 245-3795,Michigan,FALSE,Finders Keepers of Newaygo,4.6,https://finderskeepersofnewaygo.com/
49345,"538 S State St, Sparta, MI 49345",Thrift store,Sparta,43.1490854,-85.7095104,538 S State St,FALSE,(616) 797-8200 ext. 106,Michigan,FALSE,Mel Trotter Ministries Thrift Store,4,http://www.mtmthrift.com/
49616,"1034 Michigan Ave, Benzonia, MI 49616",Non-profit organization,Benzonia,44.6171297,-86.0993839,1034 Michigan Ave,FALSE,(231) 383-4300,Michigan,FALSE,Benzie Friends Drop-In Center,4.5,
49660,"525 Michael St, Manistee, MI 49660",Social services organization,Manistee,44.2415252,-86.3223966,525 Michael St,FALSE,(231) 723-6613,Michigan,FALSE,ECHO His Love,4.4,http://www.echohislove.org/
49660,"400 E Parkdale Ave, Manistee, MI 49660",Pawn shop,Manistee,44.2679206,-86.3023985,400 E Parkdale Ave,FALSE,(231) 887-4800,Michigan,FALSE,Pickers Paradise,3.6,https://m.facebook.com/pages/Pickers-Paradise/895320060552519
49854,"401 Deer St, Manistique, MI 49854",Social services organization,Manistique,45.963488,-86.2558157,401 Deer St,FALSE,(906) 341-1444,Michigan,FALSE,Habitat For Humanity HiawathaLand Office & ReStore,4.3,http://www.hiawathalandhabitat.com/
49107,"211 E Front St, Buchanan, MI 49107",Antique store,Buchanan,41.8275354,-86.3597316,211 E Front St,FALSE,(312) 310-1148,Michigan,FALSE,SL Consignment Gallery,5,
49120,"2428 S 11th St, Niles, MI 49120",Antique store,Niles,41.7816176,-86.2510076,2428 S 11th St,FALSE,(269) 262-4333,Michigan,FALSE,The Market Place,4.5,https://themarketplaceniles.com/
49120,"1549 Lake St, Niles, MI 49120",Flea market,Niles,41.8416213,-86.2365493,1549 Lake St,FALSE,(269) 470-2200,Michigan,FALSE,Lake St. Market & Red Rooster,3.7,
49120,"2809 S 11th St, Niles, MI 49120",Antique store,Niles,41.7710418,-86.2492141,2809 S 11th St,FALSE,(269) 262-4831,Michigan,FALSE,Picker's Paradise Antique Mall,4.5,
49031,"Cassopolis, MI 49031",,Cassopolis,41.9113144,-85.9988147,,FALSE,,Michigan,FALSE,Restoration Station,,
49120,"2825 S 11th St, Niles, MI 49120",Bakery,Niles,41.7704229,-86.2499126,2825 S 11th St,FALSE,(269) 340-5916,Michigan,FALSE,"Aunt Millie's Bakery Outlet Niles, MI",4.5,http://aunt-outlet.poi.place/
49120,"1210 Wayne St, Niles, MI 49120",Used tire shop,Niles,41.8354391,-86.2448659,1210 Wayne St,FALSE,(269) 340-2192,Michigan,FALSE,Best Tires,3.2,
49047,"120 S Front St, Dowagiac, MI 49047",Consignment shop,Dowagiac,41.9832844,-86.1083386,120 S Front St,FALSE,(269) 783-1155,Michigan,FALSE,Rosy Tomorrows,4.8,
49401,"6837 Lake Michigan Dr, Allendale, MI 49401",Home goods store,Allendale,42.9725442,-85.9549282,6837 Lake Michigan Dr,FALSE,(616) 895-2667,Michigan,FALSE,The Red Door,4.6,http://www.thereddoor.co/
49423,"699 State St, Holland, MI 49423",Home goods store,Holland,42.7711361,-86.0991116,699 State St,FALSE,(616) 377-4983,Michigan,FALSE,Macatawa Endeavors,5,https://macatawaendeavors.business.site/
49426,"3300 Van Buren St, Hudsonville, MI 49426",Non-profit organization,Hudsonville,42.8706195,-85.8634833,3300 Van Buren St,FALSE,(616) 662-3300,Michigan,FALSE,Love Your Neighbor,4.5,http://www.lovewm.org/
49401,"11620 60th Ave, Allendale, MI 49401",Non-profit organization,Allendale,42.9799874,-85.9339701,11620 60th Ave,FALSE,(616) 895-5683,Michigan,FALSE,Donation Center - Love INC of Allendale,4.3,http://allendalelove.org/
49424,"12727 Riley St, Holland, MI 49424",Building materials store,Holland,42.8272365,-86.0975324,12727 Riley St,FALSE,(616) 399-7006,Michigan,FALSE,Habitat for Humanity ReStore Lakeshore,4.2,http://www.lakeshorehabitat.org/restore
49464,"Zeeland, MI 49464",Second hand store,Zeeland,42.8288119,-86.0170474,,FALSE,,Michigan,FALSE,The Work Community Resale,,
49423,"647 E 24th St, Holland, MI 49423",Car detailing service,Holland,42.7767988,-86.0800224,647 E 24th St,FALSE,(616) 928-3401,Michigan,FALSE,Gateway Mission Auto Detailing,4.5,https://www.hopefoundhere.org/auto
49464,"455 W Washington Ave, Zeeland, MI 49464",Office furniture store,Zeeland,42.8137766,-86.0307184,455 W Washington Ave,FALSE,(616) 748-7944,Michigan,FALSE,Office Outlet / The Company Store,4.3,http://www.officeoutlet.net/
49423,"170 W 13th St, Holland, MI 49423",Food bank,Holland,42.7854327,-86.1150988,170 W 13th St,FALSE,(616) 392-6700,Michigan,FALSE,St. Vincent De Paul Center,4,https://www.stfrancisholland.org/svdp
49424,"2672 Van Ommen Dr, Holland, MI 49424",Tire shop,Holland,42.8169457,-86.091955,2672 Van Ommen Dr,FALSE,(616) 994-5693,Michigan,FALSE,Discount Tire,4.4,https://www.discounttire.com/store/mi/holland/s/1575?y_source=1_NjI3NzA0LTcxNS1sb2NhdGlvbi53ZWJzaXRl
49424,"3424 W Shr Dr STE 20, Holland, MI 49424",Video game store,Holland,42.8304808,-86.0919202,3424 W Shr Dr STE 20,FALSE,(616) 399-4994,Michigan,FALSE,GameStop,4.3,https://www.gamestop.com/store/us/mi/holland/5080/riley-centre-gamestop?utm_source=gmblisting&utm_medium=organic
49464,"394 W Washington Ave, Zeeland, MI 49464",Used car dealer,Zeeland,42.8136092,-86.0291085,394 W Washington Ave,FALSE,(616) 772-4691,Michigan,FALSE,Ageless Autos Inc,4.8,http://www.agelessautosinc.net/
49423,"Holland, MI 49423",Shopping mall,Holland,42.7913326,-86.0827259,,FALSE,,Michigan,FALSE,Ditto Square shopping plaza,4.3,
49424,"6646 Blair Ln, Holland, MI 49424",Book store,Holland,42.8900565,-86.1261451,6646 Blair Ln,FALSE,(616) 377-7202,Michigan,FALSE,Between the Covers Bookshop,4.7,http://btcbookshop.square.site/
49423,"4585 60th St, Holland, MI 49423",Antique store,Holland,42.7531354,-86.136495,4585 60th St,FALSE,(616) 392-6760,Michigan,FALSE,Nob Hill Again,4.8,http://www.nobhillagain.com/
49423,"128 S River Ave #2851, Holland, MI 49423",Boutique,Holland,42.7925755,-86.1093744,128 S River Ave #2851,FALSE,(616) 392-4221,Michigan,FALSE,Seedlings,4.8,http://www.seedlingsboutique.com/
49424,"11368 Blue Heron Pkwy, Holland, MI 49424",Business management consultant,Holland,42.8179298,-86.0608878,11368 Blue Heron Pkwy,FALSE,(616) 403-5608,Michigan,FALSE,Campbell Smith & Associates,,http://www.consultcsa.com/
49423,"1180 Washington Ave, Holland, MI 49423",Used book store,Holland,42.7558384,-86.1174614,1180 Washington Ave,FALSE,(616) 396-3706,Michigan,FALSE,Book Mart,4.8,http://hollandbookmart.com/
49423,"930 Interchange Dr, Holland, MI 49423",Association or organization,Holland,42.7400457,-86.0632446,930 Interchange Dr,FALSE,(616) 836-7949,Michigan,FALSE,Grant Me Hope,4.3,http://grantmehope.org/about-us/employment-opportunities/
49424,"501 Butternut Dr Suite 3, Holland, MI 49424",Used book store,Holland,42.8131022,-86.1221509,501 Butternut Dr Suite 3,FALSE,(616) 419-9918,Michigan,FALSE,The Bluestocking Bookshop,4.8,http://www.bluestockingbookshop.com/
49424,"2975 W Shr Dr, Holland, MI 49424",Antique store,Holland,42.8224398,-86.0904463,2975 W Shr Dr,FALSE,(616) 796-6980,Michigan,FALSE,Not So Shabby Marketplace,4.5,http://www.notsoshabbyholland.com/
49425,"M-120, Holton, MI 49425",Auditorium,Holton,43.4080772,-86.0832443,M-120,FALSE,(231) 821-0000,Michigan,FALSE,Holton Community Center,4.6,https://www.holtoncommunitycenter.org/
49412,"5484 S Warner Ave, Fremont, MI 49412",Charity,Fremont,43.4540023,-85.9396362,5484 S Warner Ave,FALSE,(231) 923-3433,Michigan,FALSE,Community Closet Charities,4.8,https://www.facebook.com/communityclosetcharities/
49421,"147 N Division Ave, Hesperia, MI 49421",Shopping mall,Hesperia,43.5708571,-86.0399478,147 N Division Ave,FALSE,(231) 854-2867,Michigan,FALSE,Hesperia Antique & Curio,4.7,http://www.antiqueandcurio.wordpress.com/
49421,"75 W Michigan Ave, Hesperia, MI 49421",Grocery store,Hesperia,43.5719962,-86.0407386,75 W Michigan Ave,FALSE,(231) 854-3165,Michigan,FALSE,Ed's Orchard Market,4.5,http://www.edsorchardmarket.net/contact.php
49653,"7326 E Duck Lake Rd, Lake Leelanau, MI 49653",Thrift store,Lake Leelanau,44.9837096,-85.7063499,7326 E Duck Lake Rd,FALSE,(231) 256-2026,Michigan,FALSE,Samaritans' Closet,4.5,https://leelanauchristianneighbors.org/samaritans-closet/
49645,"14407 Industrial Dr, Kaleva, MI 49645",Waste management service,Kaleva,44.3760334,-86.0133563,14407 Industrial Dr,FALSE,(231) 492-6138,Michigan,FALSE,Bay Area Recycling for Charities,3.7,http://mybarc.org/
49783,"220 Osborn Blvd, Sault Ste. Marie, MI 49783",Thrift store,Sault Ste. Marie,46.5001934,-84.349809,220 Osborn Blvd,FALSE,(906) 632-6441,Michigan,FALSE,The Salvation Army Family Store & Donation Center,4.4,https://satruck.org/
49827,"Melville St, Engadine, MI 49827",Food bank,Engadine,46.1163979,-85.5736004,Melville St,FALSE,(906) 477-1050,Michigan,FALSE,West Macinac County Pantry,5,
49854,"6403W Krummich Rd, Manistique, MI 49854",Used auto parts store,Manistique,45.981913,-86.1998932,6403W Krummich Rd,FALSE,(906) 286-2051,Michigan,FALSE,Burns Auto Salvage,4.5,
